method,dataset,query_index,chain_broken,title_recall_at5,ExactMatch,F1
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,902,1,0.5,0.0,0.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,903,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,904,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,905,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,906,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,907,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,908,1,0.75,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,909,1,0.5,0.0,0.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,910,1,0.75,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,911,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,912,0,1.0,0.0,0.8
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,913,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,914,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,915,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,916,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,917,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,918,0,1.0,0.0,0.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,919,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,920,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,921,0,1.0,0.0,0.5
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,922,0,1.0,0.0,0.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,923,0,1.0,0.0,0.8571
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,924,1,0.5,0.0,0.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,925,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,926,1,0.75,0.0,0.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,927,0,1.0,0.0,0.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,928,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,929,1,0.75,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,930,0,1.0,0.0,0.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,931,0,1.0,0.0,0.25
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,932,0,1.0,0.0,0.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,933,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,934,1,0.75,0.0,0.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,935,1,0.75,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,936,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,937,1,0.75,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,938,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,939,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,940,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,941,0,1.0,0.0,0.8
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,942,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,943,0,1.0,0.0,0.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,944,0,1.0,0.0,0.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,945,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,946,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,947,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,948,1,0.5,0.0,0.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,949,0,1.0,0.0,0.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,950,0,1.0,0.0,0.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,951,0,1.0,0.0,0.6667
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,952,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,953,0,1.0,0.0,0.6667
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,954,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,955,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,956,1,0.75,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,957,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,958,0,1.0,0.0,0.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,959,0,1.0,0.0,0.8
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,960,1,0.5,0.0,0.4
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,961,1,0.75,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,962,0,1.0,0.0,0.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,963,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,964,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,965,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,966,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,967,1,0.5,0.0,0.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,968,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,969,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,970,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,971,0,1.0,0.0,0.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,972,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,973,0,1.0,0.0,0.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,974,1,0.5,0.0,0.4
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,975,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,976,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,977,0,1.0,0.0,0.5
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,978,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,979,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,980,0,1.0,0.0,0.6667
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,981,0,1.0,0.0,0.6667
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,982,0,1.0,0.0,0.6667
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,983,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,984,1,0.5,0.0,0.5
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,985,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,986,0,1.0,0.0,0.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,987,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,988,1,0.5,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,989,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,990,0,1.0,0.0,0.5
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,991,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,992,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,993,0,1.0,0.0,0.75
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,994,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,995,1,0.5,0.0,0.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,996,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,997,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,998,0,1.0,1.0,1.0
ETv3+PCEC_no_fact_witness_old8b_utility,2wikimultihopqa,999,0,1.0,0.0,0.5714
PropRAG_qwen32b_top200,2wikimultihopqa,0,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,1,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,2,0,1.0,0.0,0.5455
PropRAG_qwen32b_top200,2wikimultihopqa,3,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,4,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,5,1,0.5,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,6,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,7,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,8,1,0.75,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,9,0,1.0,0.0,0.6667
PropRAG_qwen32b_top200,2wikimultihopqa,10,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,11,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,12,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,13,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,14,1,0.5,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,15,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,16,1,0.5,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,17,1,0.75,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,18,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,19,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,20,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,21,0,1.0,0.0,0.6667
PropRAG_qwen32b_top200,2wikimultihopqa,22,0,1.0,0.0,0.6667
PropRAG_qwen32b_top200,2wikimultihopqa,23,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,24,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,25,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,26,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,27,0,1.0,0.0,0.6667
PropRAG_qwen32b_top200,2wikimultihopqa,28,0,1.0,0.0,0.5
PropRAG_qwen32b_top200,2wikimultihopqa,29,1,0.5,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,30,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,31,1,0.5,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,32,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,33,0,1.0,0.0,0.5
PropRAG_qwen32b_top200,2wikimultihopqa,34,1,0.5,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,35,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,36,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,37,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,38,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,39,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,40,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,41,1,0.75,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,42,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,43,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,44,0,1.0,0.0,0.2857
PropRAG_qwen32b_top200,2wikimultihopqa,45,1,0.75,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,46,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,47,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,48,1,0.5,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,49,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,50,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,51,1,0.5,0.0,0.2222
PropRAG_qwen32b_top200,2wikimultihopqa,52,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,53,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,54,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,55,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,56,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,57,1,0.75,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,58,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,59,0,1.0,0.0,0.5
PropRAG_qwen32b_top200,2wikimultihopqa,60,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,61,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,62,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,63,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,64,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,65,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,66,1,0.75,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,67,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,68,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,69,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,70,1,0.5,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,71,1,0.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,72,1,0.5,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,73,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,74,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,75,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,76,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,77,1,0.75,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,78,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,79,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,80,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,81,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,82,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,83,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,84,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,85,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,86,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,87,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,88,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,89,1,0.5,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,90,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,91,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,92,0,1.0,0.0,0.8
PropRAG_qwen32b_top200,2wikimultihopqa,93,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,94,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,95,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,96,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,97,1,0.5,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,98,1,0.75,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,99,0,1.0,0.0,0.5
PropRAG_qwen32b_top200,2wikimultihopqa,100,1,0.5,0.0,0.6667
PropRAG_qwen32b_top200,2wikimultihopqa,101,1,0.5,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,102,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,103,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,104,0,1.0,0.0,0.6667
PropRAG_qwen32b_top200,2wikimultihopqa,105,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,106,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,107,0,1.0,0.0,0.8
PropRAG_qwen32b_top200,2wikimultihopqa,108,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,109,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,110,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,111,1,0.75,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,112,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,113,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,114,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,115,1,0.5,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,116,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,117,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,118,1,0.5,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,119,1,0.5,0.0,0.5
PropRAG_qwen32b_top200,2wikimultihopqa,120,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,121,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,122,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,123,1,0.5,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,124,0,1.0,0.0,0.6667
PropRAG_qwen32b_top200,2wikimultihopqa,125,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,126,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,127,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,128,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,129,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,130,1,0.5,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,131,1,0.5,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,132,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,133,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,134,1,0.75,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,135,0,1.0,0.0,0.25
PropRAG_qwen32b_top200,2wikimultihopqa,136,0,1.0,0.0,0.5
PropRAG_qwen32b_top200,2wikimultihopqa,137,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,138,1,0.5,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,139,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,140,1,0.75,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,141,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,142,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,143,1,0.75,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,144,1,0.5,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,145,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,146,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,147,0,1.0,0.0,0.6667
PropRAG_qwen32b_top200,2wikimultihopqa,148,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,149,1,0.75,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,150,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,151,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,152,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,153,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,154,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,155,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,156,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,157,1,0.5,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,158,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,159,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,160,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,161,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,162,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,163,1,0.5,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,164,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,165,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,166,0,1.0,0.0,0.5714
PropRAG_qwen32b_top200,2wikimultihopqa,167,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,168,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,169,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,170,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,171,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,172,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,173,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,174,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,175,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,176,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,177,0,1.0,0.0,0.2857
PropRAG_qwen32b_top200,2wikimultihopqa,178,1,0.5,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,179,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,180,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,181,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,182,1,0.5,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,183,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,184,1,0.5,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,185,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,186,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,187,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,188,1,0.75,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,189,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,190,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,191,1,0.5,0.0,0.2222
PropRAG_qwen32b_top200,2wikimultihopqa,192,1,0.5,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,193,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,194,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,195,1,0.75,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,196,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,197,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,198,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,199,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,200,0,1.0,0.0,0.4444
PropRAG_qwen32b_top200,2wikimultihopqa,201,0,1.0,0.0,0.8571
PropRAG_qwen32b_top200,2wikimultihopqa,202,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,203,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,204,0,1.0,0.0,0.5
PropRAG_qwen32b_top200,2wikimultihopqa,205,1,0.75,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,206,0,1.0,0.0,0.25
PropRAG_qwen32b_top200,2wikimultihopqa,207,0,1.0,0.0,0.5
PropRAG_qwen32b_top200,2wikimultihopqa,208,0,1.0,0.0,0.0
PropRAG_qwen32b_top200,2wikimultihopqa,209,0,1.0,0.0,0.6667
PropRAG_qwen32b_top200,2wikimultihopqa,210,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,211,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,212,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,213,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,214,0,1.0,0.0,0.6667
PropRAG_qwen32b_top200,2wikimultihopqa,215,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,216,0,1.0,1.0,1.0
PropRAG_qwen32b_top200,2wikimultihopqa,217,1,0.5,1.0,1.0
