qid,query_idx,query_type,category,hard_negative_type,candidate_index,title,rank,rank_bucket,q_doc_cosine,answer_in_doc,bridge_entity_in_doc,question_token_coverage
bfec064d089311ebbd75ac1f6bf848b6,205,bridge_comparison,selector_added_non_gold,bridge_entity_distractor,6,Pacific Rendezvous,7.0,6-10,-0.05888033285737038,0.0,1.0,0.13333333333333333
e2c19fd80bae11ebab90acde48001122,206,inference,rank_retained_non_gold,,1,Helen Taylor (writer),2.0,outside,0.5138894319534302,0.0,0.0,0.3333333333333333
e2c19fd80bae11ebab90acde48001122,206,inference,rank_retained_non_gold,,2,"David Ogilvy, 11th Earl of Airlie",3.0,outside,0.03820926696062088,0.0,0.0,0.2222222222222222
e2c19fd80bae11ebab90acde48001122,206,inference,rank_removed_non_gold,,4,Princess Helena of Waldeck and Pyrmont,5.0,outside,0.16436243057250977,0.0,0.0,0.3333333333333333
e2c19fd80bae11ebab90acde48001122,206,inference,selector_added_non_gold,low_signal_deep_negative,5,Adele Astaire,6.0,6-10,0.21166685223579407,0.0,0.0,0.3333333333333333
ebd237d60bdb11eba7f7acde48001122,207,compositional,rank_retained_non_gold,,1,Marisabel Rodríguez de Chávez,2.0,outside,0.3025853931903839,0.0,1.0,0.3
ebd237d60bdb11eba7f7acde48001122,207,compositional,rank_retained_non_gold,,2,"Franz, Duke of Hohenberg",3.0,outside,0.09913841634988785,0.0,0.0,0.3
ebd237d60bdb11eba7f7acde48001122,207,compositional,rank_retained_non_gold,,3,Federico Brito Figueroa,4.0,outside,0.38954275846481323,0.0,0.0,0.5
ebd237d60bdb11eba7f7acde48001122,207,compositional,rank_removed_non_gold,,4,Francisco Herrera Luque,5.0,outside,0.3410811722278595,0.0,0.0,0.6
ebd237d60bdb11eba7f7acde48001122,207,compositional,selector_added_non_gold,lexical_hard_negative,5,Jesús Rosas Marcano,6.0,6-10,0.29104703664779663,0.0,0.0,0.6
eeb017fa0bdd11eba7f7acde48001122,208,compositional,rank_removed_non_gold,,2,"James Adam, Lord Adam",3.0,outside,0.4678030014038086,0.0,0.0,0.5
eeb017fa0bdd11eba7f7acde48001122,208,compositional,rank_retained_non_gold,,3,Jimmy Adam,4.0,outside,0.4330151081085205,0.0,0.0,0.3
eeb017fa0bdd11eba7f7acde48001122,208,compositional,rank_removed_non_gold,,4,James Adam (classicist),5.0,outside,0.4332261383533478,0.0,0.0,0.3
eeb017fa0bdd11eba7f7acde48001122,208,compositional,selector_added_non_gold,lexical_hard_negative,6,James Gilmour (Miramichi lumber baron),7.0,6-10,0.16954924166202545,0.0,0.0,0.4
eeb017fa0bdd11eba7f7acde48001122,208,compositional,selector_added_non_gold,lexical_hard_negative,18,Bill Dundee,19.0,11-20,0.28321075439453125,0.0,0.0,0.3
f1e802100bd911eba7f7acde48001122,209,compositional,rank_retained_non_gold,,1,Thulasi (1987 film),2.0,outside,0.356994092464447,0.0,0.0,0.3333333333333333
f1e802100bd911eba7f7acde48001122,209,compositional,rank_retained_non_gold,,3,Vijaya Bhaskar,4.0,outside,0.33852559328079224,0.0,0.0,0.4444444444444444
f1e802100bd911eba7f7acde48001122,209,compositional,rank_removed_non_gold,,4,Kadal (1968 film),5.0,outside,0.25812727212905884,0.0,1.0,0.2222222222222222
f1e802100bd911eba7f7acde48001122,209,compositional,selector_added_non_gold,low_signal_deep_negative,23,J. Sasikumar,24.0,21-50,0.1639147400856018,0.0,0.0,0.3333333333333333
87af20a9086c11ebbd61ac1f6bf848b6,210,comparison,rank_retained_non_gold,,2,Lorenzo Sabbatini,3.0,outside,0.43140870332717896,0.0,0.0,0.2727272727272727
87af20a9086c11ebbd61ac1f6bf848b6,210,comparison,rank_retained_non_gold,,3,Vincenzo Lapuma,4.0,outside,0.014578759670257568,0.0,0.0,0.0
87af20a9086c11ebbd61ac1f6bf848b6,210,comparison,rank_removed_non_gold,,4,Dugès,5.0,outside,0.3211398124694824,0.0,0.0,0.0
87af20a9086c11ebbd61ac1f6bf848b6,210,comparison,selector_added_non_gold,lexical_hard_negative,6,"Bruninho (footballer, born 1989)",7.0,6-10,0.14390020072460175,0.0,0.0,0.2727272727272727
2330faf1097511ebbdb0ac1f6bf848b6,211,comparison,rank_retained_non_gold,,2,Sins of Madeleine,3.0,outside,0.021145686507225037,0.0,0.0,0.3333333333333333
2330faf1097511ebbdb0ac1f6bf848b6,211,comparison,rank_retained_non_gold,,3,Harold D. Schuster,4.0,outside,0.22461068630218506,0.0,0.0,0.5
2330faf1097511ebbdb0ac1f6bf848b6,211,comparison,rank_removed_non_gold,,4,Conan the Adventurer,5.0,outside,0.16157999634742737,0.0,0.0,0.16666666666666666
2330faf1097511ebbdb0ac1f6bf848b6,211,comparison,selector_added_non_gold,lexical_hard_negative,5,The Adventurer,6.0,6-10,0.2529051899909973,0.0,0.0,0.16666666666666666
b7d447220bda11eba7f7acde48001122,212,compositional,rank_retained_non_gold,,2,Margaret of Masovia,3.0,outside,0.26970887184143066,0.0,0.0,0.2222222222222222
b7d447220bda11eba7f7acde48001122,212,compositional,rank_retained_non_gold,,3,Przemysł II,4.0,outside,0.41889718174934387,0.0,0.0,0.3333333333333333
b7d447220bda11eba7f7acde48001122,212,compositional,rank_retained_non_gold,,4,Elizabeth Richeza of Poland,5.0,outside,0.20186878740787506,0.0,0.0,0.2222222222222222
77fc4f840bb011ebab90acde48001122,213,inference,rank_retained_non_gold,,0,Archduke Franz Karl of Austria,1.0,outside,0.3396490812301636,0.0,0.0,0.5454545454545454
77fc4f840bb011ebab90acde48001122,213,inference,rank_retained_non_gold,,2,Maria Theresa of Austria-Este (1849–1919),3.0,outside,0.27144449949264526,1.0,1.0,0.45454545454545453
77fc4f840bb011ebab90acde48001122,213,inference,rank_retained_non_gold,,3,Maria Ludovika of Austria-Este,4.0,outside,0.3450722098350525,0.0,0.0,0.45454545454545453
77fc4f840bb011ebab90acde48001122,213,inference,selector_added_non_gold,lexical_hard_negative,11,"Archduke Franz Josef of Austria, Prince of Tuscany",12.0,11-20,0.260807603597641,0.0,0.0,0.36363636363636365
a8a18e800bdb11eba7f7acde48001122,214,compositional,rank_retained_non_gold,,1,Thulasi (1987 film),2.0,outside,0.3149780035018921,0.0,0.0,0.3333333333333333
a8a18e800bdb11eba7f7acde48001122,214,compositional,rank_retained_non_gold,,2,Vijaya Bhaskar,3.0,outside,0.2744753360748291,0.0,0.0,0.4444444444444444
a8a18e800bdb11eba7f7acde48001122,214,compositional,rank_removed_non_gold,,3,Poola Rangadu,4.0,outside,0.3682667016983032,0.0,0.0,0.3333333333333333
a8a18e800bdb11eba7f7acde48001122,214,compositional,rank_removed_non_gold,,4,Kumari Mon,5.0,outside,0.1961410492658615,0.0,0.0,0.3333333333333333
a8a18e800bdb11eba7f7acde48001122,214,compositional,selector_added_gold,,7,M. B. Sreenivasan,8.0,6-10,0.4750022292137146,1.0,1.0,0.3333333333333333
a8a18e800bdb11eba7f7acde48001122,214,compositional,selector_added_non_gold,low_signal_deep_negative,8,Perarasu,9.0,6-10,0.04750861972570419,0.0,0.0,0.2222222222222222
90c0b632086c11ebbd61ac1f6bf848b6,215,bridge_comparison,rank_removed_non_gold,,4,Traces of Death,5.0,outside,0.19750511646270752,0.0,0.0,0.4166666666666667
90c0b632086c11ebbd61ac1f6bf848b6,215,bridge_comparison,selector_added_non_gold,lexical_hard_negative,10,Nagesh Kukunoor,11.0,11-20,0.21100962162017822,0.0,0.0,0.4166666666666667
322dc9a2087b11ebbd67ac1f6bf848b6,216,comparison,rank_retained_non_gold,,2,Bons Baisers de Hong Kong,3.0,outside,0.4127510190010071,0.0,0.0,0.3333333333333333
322dc9a2087b11ebbd67ac1f6bf848b6,216,comparison,rank_removed_non_gold,,3,Sylvie et le fantôme,4.0,outside,0.1570487916469574,0.0,0.0,0.08333333333333333
322dc9a2087b11ebbd67ac1f6bf848b6,216,comparison,rank_removed_non_gold,,4,Four Girls from Hong Kong,5.0,outside,0.2917408347129822,0.0,0.0,0.3333333333333333
322dc9a2087b11ebbd67ac1f6bf848b6,216,comparison,selector_added_non_gold,lexical_hard_negative,5,Algiers (film),6.0,6-10,0.14706024527549744,0.0,0.0,0.4166666666666667
322dc9a2087b11ebbd67ac1f6bf848b6,216,comparison,selector_added_non_gold,lexical_hard_negative,8,Encounters of the Spooky Kind,9.0,6-10,0.15814828872680664,0.0,0.0,0.4166666666666667
5037e45b08cb11ebbd92ac1f6bf848b6,217,bridge_comparison,rank_retained_non_gold,,1,My Name Is Nobody,2.0,outside,0.49370574951171875,0.0,0.0,0.35714285714285715
5037e45b08cb11ebbd92ac1f6bf848b6,217,bridge_comparison,rank_removed_non_gold,,4,Encounters of the Spooky Kind,5.0,outside,0.08599519729614258,0.0,0.0,0.5
5037e45b08cb11ebbd92ac1f6bf848b6,217,bridge_comparison,selector_added_non_gold,lexical_hard_negative,7,William Friedkin,8.0,6-10,0.45495498180389404,0.0,0.0,0.5
f4c82ea208a411ebbd7dac1f6bf848b6,218,bridge_comparison,rank_retained_non_gold,,3,David Hannan,4.0,outside,0.25349780917167664,0.0,1.0,0.25
f4c82ea208a411ebbd7dac1f6bf848b6,218,bridge_comparison,rank_removed_non_gold,,4,Harakiri (1919 film),5.0,outside,0.35305100679397583,0.0,0.0,0.375
f4c82ea208a411ebbd7dac1f6bf848b6,218,bridge_comparison,selector_added_non_gold,answer_string_distractor,5,Robert M. Young (director),6.0,6-10,0.14069536328315735,1.0,1.0,0.25
62ab4e000bb011ebab90acde48001122,219,inference,rank_retained_non_gold,,1,Prince Adarnase of Kartli,2.0,outside,0.28833866119384766,0.0,0.0,0.25
62ab4e000bb011ebab90acde48001122,219,inference,rank_retained_non_gold,,2,Princess Rodam of Kartli,3.0,outside,0.2828809916973114,0.0,0.0,0.375
62ab4e000bb011ebab90acde48001122,219,inference,rank_removed_non_gold,,4,Grand Duchess Elena Vladimirovna of Russia,5.0,outside,0.38648322224617004,0.0,0.0,0.375
62ab4e000bb011ebab90acde48001122,219,inference,selector_added_non_gold,lexical_hard_negative,9,Sila Zandukeli-Sandunov,10.0,6-10,0.3186565637588501,0.0,0.0,0.625
3b1002a40bde11eba7f7acde48001122,220,compositional,rank_retained_non_gold,,2,"Richard Wingfield, 6th Viscount Powerscourt",3.0,outside,0.6065927743911743,0.0,0.0,0.16666666666666666
3b1002a40bde11eba7f7acde48001122,220,compositional,rank_retained_non_gold,,3,"Mervyn Wingfield, 7th Viscount Powerscourt",4.0,outside,0.5160568356513977,0.0,0.0,0.6666666666666666
3b1002a40bde11eba7f7acde48001122,220,compositional,rank_removed_non_gold,,4,"Richard Wingfield, 3rd Viscount Powerscourt",5.0,outside,0.5576353073120117,0.0,0.0,0.16666666666666666
3b1002a40bde11eba7f7acde48001122,220,compositional,selector_added_non_gold,lexical_hard_negative,5,"Folliott Wingfield, 1st Viscount Powerscourt",6.0,6-10,0.6720386743545532,0.0,0.0,0.4166666666666667
1bb1993c0bb011ebab90acde48001122,221,inference,rank_retained_non_gold,,1,Umar II,2.0,outside,0.46436816453933716,0.0,0.0,0.25
1bb1993c0bb011ebab90acde48001122,221,inference,rank_retained_non_gold,,2,Abd al-Aziz ibn Marwan,3.0,outside,0.5428228378295898,0.0,0.0,0.375
1bb1993c0bb011ebab90acde48001122,221,inference,rank_retained_non_gold,,3,Hasan ibn Ali,4.0,outside,0.4764113426208496,0.0,0.0,0.25
1bb1993c0bb011ebab90acde48001122,221,inference,rank_removed_non_gold,,4,Kuthayyir,5.0,outside,0.507969856262207,1.0,0.0,0.5
1bb1993c0bb011ebab90acde48001122,221,inference,selector_added_gold,,5,Al-Walid I,6.0,6-10,0.5709632635116577,1.0,1.0,0.625
ec8167b208a011ebbd78ac1f6bf848b6,222,bridge_comparison,rank_retained_non_gold,,3,Safe Haven (film),4.0,outside,0.30237072706222534,0.0,0.0,0.15789473684210525
ec8167b208a011ebbd78ac1f6bf848b6,222,bridge_comparison,rank_retained_non_gold,,4,Ann Hui,5.0,outside,0.19617950916290283,0.0,0.0,0.3157894736842105
69c0bb76087711ebbd67ac1f6bf848b6,223,bridge_comparison,rank_removed_non_gold,,2,A Tale of Springtime,3.0,outside,0.17850780487060547,1.0,1.0,0.4666666666666667
69c0bb76087711ebbd67ac1f6bf848b6,223,bridge_comparison,rank_removed_non_gold,,3,A Tale of Winter,4.0,outside,0.2552184462547302,1.0,1.0,0.4666666666666667
69c0bb76087711ebbd67ac1f6bf848b6,223,bridge_comparison,selector_added_non_gold,answer_string_distractor,5,Alexia Portal,6.0,6-10,0.13896481692790985,1.0,0.0,0.26666666666666666
69c0bb76087711ebbd67ac1f6bf848b6,223,bridge_comparison,selector_added_non_gold,lexical_hard_negative,7,Claude Autant-Lara,8.0,6-10,0.19921493530273438,0.0,0.0,0.3333333333333333
ac1b9ee108b911ebbd88ac1f6bf848b6,224,comparison,rank_retained_non_gold,,1,Princess Aisha bint Hussein,2.0,outside,0.4151019752025604,0.0,0.0,0.3076923076923077
ac1b9ee108b911ebbd88ac1f6bf848b6,224,comparison,rank_retained_non_gold,,2,Princess Zein bint Hussein,3.0,outside,0.3259090483188629,0.0,0.0,0.3076923076923077
ac1b9ee108b911ebbd88ac1f6bf848b6,224,comparison,rank_removed_non_gold,,3,Princess Alia bint Hussein,4.0,outside,0.3645435571670532,0.0,0.0,0.3076923076923077
ac1b9ee108b911ebbd88ac1f6bf848b6,224,comparison,rank_removed_non_gold,,4,Princess Iman bint ِHussein,5.0,outside,0.5006037950515747,0.0,0.0,0.3076923076923077
ac1b9ee108b911ebbd88ac1f6bf848b6,224,comparison,selector_added_gold,,5,Lisbeth Cathrine Amalie Rose,6.0,6-10,0.12419655919075012,0.0,1.0,0.38461538461538464
ac1b9ee108b911ebbd88ac1f6bf848b6,224,comparison,selector_added_non_gold,low_signal_deep_negative,27,Frederick IV of Denmark,28.0,21-50,-0.253162682056427,0.0,0.0,0.15384615384615385
29524701085711ebbd5aac1f6bf848b6,225,bridge_comparison,rank_retained_non_gold,,2,Sons of Ingmar,3.0,outside,0.17070642113685608,0.0,1.0,0.5
29524701085711ebbd5aac1f6bf848b6,225,bridge_comparison,rank_retained_non_gold,,4,Albert Lewin,5.0,outside,0.15249338746070862,0.0,1.0,0.3125
a0a66ec40bdd11eba7f7acde48001122,226,compositional,rank_retained_non_gold,,2,Jean-Joseph Sue (1760–1830),3.0,outside,0.026049867272377014,0.0,0.0,0.14285714285714285
a0a66ec40bdd11eba7f7acde48001122,226,compositional,rank_removed_non_gold,,3,Lars Eliasson,4.0,outside,0.2933329939842224,0.0,0.0,0.14285714285714285
a0a66ec40bdd11eba7f7acde48001122,226,compositional,rank_retained_non_gold,,4,Yasuichi Oshima,5.0,outside,0.02014615386724472,0.0,0.0,0.14285714285714285
a0a66ec40bdd11eba7f7acde48001122,226,compositional,selector_added_non_gold,lexical_hard_negative,20,"George Stewart, 9th Seigneur d'Aubigny",21.0,21-50,0.09236062318086624,0.0,0.0,0.5714285714285714
f7ddb2ce0bdd11eba7f7acde48001122,227,compositional,rank_retained_non_gold,,2,Marie Zéphyrine of France,3.0,outside,0.4804031252861023,0.0,0.0,0.5
f7ddb2ce0bdd11eba7f7acde48001122,227,compositional,rank_retained_non_gold,,3,Antoine-Louis Decrest de Saint-Germain,4.0,outside,0.36184489727020264,0.0,0.0,0.6
f7ddb2ce0bdd11eba7f7acde48001122,227,compositional,rank_retained_non_gold,,4,Marie-Lambertine Coclers,5.0,outside,0.2589591145515442,0.0,0.0,0.4
6a419ba2087611ebbd67ac1f6bf848b6,228,bridge_comparison,rank_removed_non_gold,,4,Mercedes Quintana,5.0,outside,0.06431587040424347,1.0,0.0,0.42105263157894735
6a419ba2087611ebbd67ac1f6bf848b6,228,bridge_comparison,selector_added_non_gold,low_signal_deep_negative,7,Eddie Romero,8.0,6-10,0.14728637039661407,0.0,0.0,0.10526315789473684
b3b6e11708cb11ebbd92ac1f6bf848b6,229,comparison,rank_removed_non_gold,,2,Clara Tabody,3.0,outside,0.004639707505702972,0.0,0.0,0.25
b3b6e11708cb11ebbd92ac1f6bf848b6,229,comparison,rank_retained_non_gold,,3,Ze'ev Ben-Haim,4.0,outside,0.020907819271087646,0.0,0.0,0.0
b3b6e11708cb11ebbd92ac1f6bf848b6,229,comparison,rank_retained_non_gold,,4,George Howard (footballer),5.0,outside,0.22486764192581177,0.0,0.0,0.25
b3b6e11708cb11ebbd92ac1f6bf848b6,229,comparison,selector_added_non_gold,low_signal_deep_negative,5,Marian Hillar,6.0,6-10,0.1792992353439331,0.0,0.0,0.125
dced4bf7089e11ebbd78ac1f6bf848b6,230,comparison,rank_removed_non_gold,,2,Museum of Libya,3.0,outside,0.2041979730129242,0.0,0.0,0.36363636363636365
dced4bf7089e11ebbd78ac1f6bf848b6,230,comparison,rank_removed_non_gold,,3,Garissa Museum,4.0,outside,0.20715250074863434,0.0,0.0,0.36363636363636365
dced4bf7089e11ebbd78ac1f6bf848b6,230,comparison,rank_retained_non_gold,,4,Musée L,5.0,outside,0.30675214529037476,0.0,0.0,0.5454545454545454
dced4bf7089e11ebbd78ac1f6bf848b6,230,comparison,selector_added_non_gold,bridge_entity_distractor,9,Olav Aaraas,10.0,6-10,0.037505246698856354,0.0,1.0,0.36363636363636365
dced4bf7089e11ebbd78ac1f6bf848b6,230,comparison,selector_added_non_gold,lexical_hard_negative,32,Universidad Autónoma de La Laguna,33.0,21-50,0.07438613474369049,0.0,0.0,0.5454545454545454
fb9c5cb208c411ebbd8eac1f6bf848b6,231,comparison,rank_retained_non_gold,,2,Benjamin Kendrick Pierce,3.0,outside,0.25228697061538696,0.0,0.0,0.09090909090909091
fb9c5cb208c411ebbd8eac1f6bf848b6,231,comparison,rank_retained_non_gold,,3,John Augustus Fuller,4.0,outside,0.23105652630329132,0.0,0.0,0.2727272727272727
fb9c5cb208c411ebbd8eac1f6bf848b6,231,comparison,rank_removed_non_gold,,4,John Divane,5.0,outside,0.16178567707538605,0.0,0.0,0.18181818181818182
fb9c5cb208c411ebbd8eac1f6bf848b6,231,comparison,selector_added_non_gold,low_signal_deep_negative,26,Ger Colleran,27.0,21-50,0.0703108012676239,0.0,0.0,0.09090909090909091
c2cc1ed9086611ebbd5eac1f6bf848b6,232,comparison,rank_retained_non_gold,,2,The Rocks of Valpre (1919 film),3.0,outside,0.5173481702804565,1.0,1.0,0.42857142857142855
c2cc1ed9086611ebbd5eac1f6bf848b6,232,comparison,rank_retained_non_gold,,3,Maurice Elvey,4.0,outside,-0.05921376496553421,1.0,1.0,0.21428571428571427
c2cc1ed9086611ebbd5eac1f6bf848b6,232,comparison,rank_retained_non_gold,,4,Les Misérables (1925 film),5.0,outside,-0.10554622113704681,1.0,0.0,0.2857142857142857
38c774800bdb11eba7f7acde48001122,233,compositional,rank_removed_non_gold,,2,Where Was I,3.0,outside,0.06527097523212433,0.0,0.0,0.18181818181818182
38c774800bdb11eba7f7acde48001122,233,compositional,rank_removed_non_gold,,3,Monta Bell,4.0,outside,0.27238696813583374,0.0,0.0,0.2727272727272727
38c774800bdb11eba7f7acde48001122,233,compositional,rank_removed_non_gold,,4,Valley of Death,5.0,outside,0.12184427678585052,0.0,0.0,0.18181818181818182
38c774800bdb11eba7f7acde48001122,233,compositional,selector_added_non_gold,lexical_hard_negative,6,Robert Thornby,7.0,6-10,0.07986106723546982,0.0,0.0,0.36363636363636365
38c774800bdb11eba7f7acde48001122,233,compositional,selector_added_non_gold,lexical_hard_negative,7,Wallace Fox,8.0,6-10,0.21302717924118042,0.0,0.0,0.2727272727272727
38c774800bdb11eba7f7acde48001122,233,compositional,selector_added_non_gold,lexical_hard_negative,8,Claude Pinoteau,9.0,6-10,-0.01825147680938244,0.0,0.0,0.36363636363636365
655027de0bb011ebab90acde48001122,234,inference,rank_retained_non_gold,,0,Khalifa bin Salman Al Khalifa,1.0,outside,0.22629114985466003,0.0,1.0,0.8181818181818182
655027de0bb011ebab90acde48001122,234,inference,rank_retained_non_gold,,3,Mohammed ibn Salman Al Khalifa,4.0,outside,0.27533119916915894,0.0,0.0,0.6363636363636364
655027de0bb011ebab90acde48001122,234,inference,rank_removed_non_gold,,4,Abdullah bin Hamad bin Isa Al Khalifa,5.0,outside,0.4828275740146637,0.0,0.0,0.7272727272727273
655027de0bb011ebab90acde48001122,234,inference,selector_added_non_gold,lexical_hard_negative,6,Salman Ebrahim Mohamed Ali Al Khalifa,7.0,6-10,0.2525988817214966,0.0,0.0,0.5454545454545454
8b5f752e0bdd11eba7f7acde48001122,235,compositional,rank_retained_non_gold,,1,Lewis Milestone,2.0,outside,0.28477683663368225,0.0,0.0,0.5555555555555556
8b5f752e0bdd11eba7f7acde48001122,235,compositional,rank_retained_non_gold,,3,William Friedkin,4.0,outside,0.13585267961025238,0.0,0.0,0.6666666666666666
8b5f752e0bdd11eba7f7acde48001122,235,compositional,rank_retained_non_gold,,4,Éric Rohmer,5.0,outside,0.08365318179130554,0.0,0.0,0.4444444444444444
37490a640baf11ebab90acde48001122,236,inference,rank_retained_non_gold,,2,"Stephen, Count Palatine of Simmern-Zweibrücken",3.0,outside,0.4705016016960144,0.0,0.0,0.8
37490a640baf11ebab90acde48001122,236,inference,rank_retained_non_gold,,3,"Karl Frederick, Prince of Anhalt-Bernburg",4.0,outside,0.1596919298171997,0.0,0.0,0.4
37490a640baf11ebab90acde48001122,236,inference,rank_removed_non_gold,,4,"Georg, Count Palatine of Simmern-Sponheim",5.0,outside,0.5729746222496033,0.0,0.0,0.6
37490a640baf11ebab90acde48001122,236,inference,selector_added_non_gold,lexical_hard_negative,11,Countess Palatine Anna of Veldenz,12.0,11-20,0.17984256148338318,0.0,0.0,0.3
f6ac1b13089e11ebbd78ac1f6bf848b6,237,comparison,rank_retained_non_gold,,1,Jimmy Robinson (actor),2.0,outside,0.11577288806438446,0.0,1.0,0.16666666666666666
f6ac1b13089e11ebbd78ac1f6bf848b6,237,comparison,rank_retained_non_gold,,2,The Eagle's Eye,3.0,outside,0.0929432287812233,0.0,1.0,0.3333333333333333
f6ac1b13089e11ebbd78ac1f6bf848b6,237,comparison,rank_retained_non_gold,,3,Philip Ford (film director),4.0,outside,-0.17757904529571533,0.0,1.0,0.16666666666666666
f6ac1b13089e11ebbd78ac1f6bf848b6,237,comparison,rank_removed_non_gold,,4,Santosh Sivan,5.0,outside,0.09574940800666809,0.0,1.0,0.25
f6ac1b13089e11ebbd78ac1f6bf848b6,237,comparison,selector_added_gold,,10,James L. Robinson,11.0,11-20,0.2011171579360962,0.0,0.0,0.4166666666666667
31df8b0a0bde11eba7f7acde48001122,238,compositional,rank_retained_non_gold,,1,Anne Stuart,2.0,outside,0.3208521008491516,0.0,0.0,0.4
31df8b0a0bde11eba7f7acde48001122,238,compositional,rank_retained_non_gold,,2,William Keighley,3.0,outside,0.2731318175792694,0.0,0.0,0.2
31df8b0a0bde11eba7f7acde48001122,238,compositional,rank_retained_non_gold,,4,Angna Enters,5.0,outside,0.16308176517486572,0.0,0.0,0.2
deea59ca0bdd11eba7f7acde48001122,239,compositional,rank_retained_non_gold,,2,Fred Roy Krug,3.0,outside,0.2961331903934479,0.0,0.0,0.23076923076923078
deea59ca0bdd11eba7f7acde48001122,239,compositional,rank_retained_non_gold,,3,Karl Anton,4.0,outside,0.263980507850647,0.0,0.0,0.15384615384615385
deea59ca0bdd11eba7f7acde48001122,239,compositional,rank_retained_non_gold,,4,Place of birth,5.0,outside,0.15646523237228394,0.0,0.0,0.38461538461538464
b4b59c3d085e11ebbd5cac1f6bf848b6,240,comparison,rank_retained_non_gold,,1,Walter George Mitchell,2.0,outside,-0.19328302145004272,0.0,0.0,0.3076923076923077
b4b59c3d085e11ebbd5cac1f6bf848b6,240,comparison,rank_removed_non_gold,,2,Dugès,3.0,outside,0.20700474083423615,0.0,0.0,0.0
b4b59c3d085e11ebbd5cac1f6bf848b6,240,comparison,rank_removed_non_gold,,4,Denis Baraby,5.0,outside,-0.05106637626886368,0.0,0.0,0.07692307692307693
b4b59c3d085e11ebbd5cac1f6bf848b6,240,comparison,selector_added_non_gold,low_signal_deep_negative,6,Denys Desjardins,7.0,6-10,0.2115718573331833,0.0,0.0,0.15384615384615385
b4b59c3d085e11ebbd5cac1f6bf848b6,240,comparison,selector_added_non_gold,lexical_hard_negative,8,Joseph-Stanislas Perrault,9.0,6-10,-0.037425003945827484,0.0,0.0,0.38461538461538464
288f010c0bde11eba7f7acde48001122,241,compositional,rank_retained_non_gold,,0,"Richeza of Poland, Queen of Sweden",1.0,outside,0.5708351135253906,0.0,0.0,0.5555555555555556
288f010c0bde11eba7f7acde48001122,241,compositional,rank_removed_non_gold,,3,"Richeza of Poland, Queen of Hungary",4.0,outside,0.49893954396247864,0.0,0.0,0.4444444444444444
288f010c0bde11eba7f7acde48001122,241,compositional,rank_removed_non_gold,,4,Alexander of Masovia,5.0,outside,0.3232133388519287,0.0,0.0,0.3333333333333333
288f010c0bde11eba7f7acde48001122,241,compositional,selector_added_non_gold,lexical_hard_negative,5,"Siemowit IV, Duke of Masovia",6.0,6-10,0.5157138705253601,0.0,0.0,0.4444444444444444
288f010c0bde11eba7f7acde48001122,241,compositional,selector_added_non_gold,lexical_hard_negative,11,Bolesław III the Generous,12.0,11-20,0.6004364490509033,0.0,0.0,0.4444444444444444
2e4804e8086611ebbd5eac1f6bf848b6,242,bridge_comparison,rank_retained_non_gold,,2,Markus Weissenberger,3.0,outside,0.11088171601295471,0.0,0.0,0.06666666666666667
38ecffde0bdb11eba7f7acde48001122,243,compositional,rank_retained_non_gold,,2,The Savur Grave,3.0,outside,0.03364914283156395,0.0,0.0,0.25
38ecffde0bdb11eba7f7acde48001122,243,compositional,rank_removed_non_gold,,3,Where Was I,4.0,outside,0.16143378615379333,0.0,0.0,0.16666666666666666
38ecffde0bdb11eba7f7acde48001122,243,compositional,rank_removed_non_gold,,4,Valley of Death,5.0,outside,0.13106772303581238,0.0,0.0,0.16666666666666666
38ecffde0bdb11eba7f7acde48001122,243,compositional,selector_added_non_gold,lexical_hard_negative,9,George Sherman,10.0,6-10,0.17638982832431793,0.0,0.0,0.3333333333333333
38ecffde0bdb11eba7f7acde48001122,243,compositional,selector_added_non_gold,lexical_hard_negative,11,Robert Thornby,12.0,11-20,0.018880188465118408,0.0,0.0,0.3333333333333333
eb3d62d608ad11ebbd83ac1f6bf848b6,244,bridge_comparison,rank_retained_non_gold,,1,The Sundowners (1950 film),2.0,outside,0.32252272963523865,0.0,1.0,0.17647058823529413
eb3d62d608ad11ebbd83ac1f6bf848b6,244,bridge_comparison,rank_retained_non_gold,,2,Home in Indiana,3.0,outside,0.1786223202943802,0.0,0.0,0.17647058823529413
eb3d62d608ad11ebbd83ac1f6bf848b6,244,bridge_comparison,rank_removed_non_gold,,3,Wylie Watson,4.0,outside,0.1879875212907791,0.0,0.0,0.35294117647058826
eb3d62d608ad11ebbd83ac1f6bf848b6,244,bridge_comparison,selector_added_non_gold,low_signal_deep_negative,6,Wolf Rilla,7.0,6-10,0.19257235527038574,0.0,0.0,0.23529411764705882
cb17bffe089611ebbd76ac1f6bf848b6,245,bridge_comparison,rank_removed_non_gold,,3,A Day for Lionhearts,4.0,outside,0.36194074153900146,0.0,0.0,0.29411764705882354
cb17bffe089611ebbd76ac1f6bf848b6,245,bridge_comparison,selector_added_non_gold,lexical_hard_negative,15,Adurthi Subba Rao,16.0,11-20,-0.19145485758781433,0.0,0.0,0.5882352941176471
f2d62e4b09b511ebbdb0ac1f6bf848b6,246,comparison,rank_retained_non_gold,,2,Uchuy Milla,3.0,outside,0.3565838932991028,0.0,0.0,0.23076923076923078
f2d62e4b09b511ebbdb0ac1f6bf848b6,246,comparison,rank_retained_non_gold,,3,Machu Kunturi,4.0,outside,0.3232055902481079,0.0,0.0,0.3076923076923077
