dataset,query_idx,step,out_position,out_title,in_position,in_title,objective_gain,retriever_rank_loss,adjusted_gain
2wikimultihopqa,477,1,1,"Charles, Count of Valois",71,"Richeza of Poland, Queen of Hungary",0.003678,0.854271,0.003678
2wikimultihopqa,478,1,3,Strangers of the Evening,31,Fred Niblo,0.237938,0.643216,0.237938
2wikimultihopqa,479,1,3,Jean Negulesco,8,Po-Chih Leong,0.25,0.527638,0.25
2wikimultihopqa,480,1,2,Kekuʻiapoiwa II,42,"Emich, 5th Prince of Leiningen",0.009128,0.703518,0.009128
2wikimultihopqa,485,1,1,The Picture of Dorian Gray (1945 film),21,William Duncan (actor),0.188031,0.603015,0.188031
2wikimultihopqa,487,1,1,Get Carter,7,A House of Sand,0.023377,0.532663,0.023377
2wikimultihopqa,488,1,1,George Mattos,9,Doug Wendt,0.007922,0.542714,0.007922
2wikimultihopqa,489,1,1,Wrong Turn 5: Bloodlines,14,A Night at the Movies,0.134911,0.567839,0.134911
2wikimultihopqa,496,1,2,Los Últimos Cristeros,13,Claire's Knee,0.005563,0.557789,0.005563
2wikimultihopqa,498,1,1,Chuck Berry,21,Carl Schultz,0.5,0.603015,0.5
2wikimultihopqa,499,1,3,The Naked Truth (1914 film),21,Gregory La Cava,0.214244,0.592965,0.214244
2wikimultihopqa,502,1,3,Zero Tolerance (2015 film),21,Harmon Jones,0.25,0.592965,0.25
2wikimultihopqa,505,1,3,Lewis Milestone,21,Tim Burstall,0.171501,0.592965,0.171501
2wikimultihopqa,506,1,2,Man without a Passport,8,Tree Without Leaves,0.022108,0.532663,0.022108
2wikimultihopqa,508,1,3,Safe (2012 film),6,Boaz Yakin,0.25,0.517588,0.25
2wikimultihopqa,509,1,3,Wisit Sasanatieng,21,Sidney Olcott,0.25,0.592965,0.25
2wikimultihopqa,512,1,2,John Murray (Irish broadcaster),6,Kim Rossi Stuart,0.007136,0.522613,0.007136
2wikimultihopqa,513,1,1,Kamal El Sheikh,8,Zhao Liang (director),0.25,0.537688,0.25
2wikimultihopqa,513,2,3,Toto and the King of Rome,24,Fernando Cerchio,0.228413,0.60804,0.228413
2wikimultihopqa,514,1,3,Thomas Jahn,7,Srijit Mukherji,0.18568,0.522613,0.18568
2wikimultihopqa,517,1,2,Puka Puka (Lima),5,Inka P'iqi,0.333333,0.517588,0.333333
2wikimultihopqa,520,1,3,Bulldog Drummond Escapes,24,Victor Saville,0.25,0.60804,0.25
2wikimultihopqa,523,1,1,"Charles I, Count of Ligny",8,"Louis of Luxembourg, Count of Saint-Pol",0.5,0.537688,0.5
2wikimultihopqa,529,1,3,André Cayatte,21,Oskar Roehler,0.25,0.592965,0.25
2wikimultihopqa,530,1,1,Pasquale Festa Campanile,17,TK McKamy,0.25,0.582915,0.25
2wikimultihopqa,530,2,3,The Capture of Bigfoot,6,Herschell Gordon Lewis,0.21865,0.517588,0.21865
2wikimultihopqa,531,1,1,All Over Me (Chocolate Starfish song),87,One More Time,0.001796,0.934673,0.001796
2wikimultihopqa,534,1,3,Peter Glenville,5,Ken Annakin,0.25,0.512563,0.25
2wikimultihopqa,536,1,2,Tombstone Rashomon,14,Abdul-Vahed Niyazov,0.015148,0.562814,0.015148
2wikimultihopqa,538,1,1,Mario Bonnard,8,Bryan Forbes,0.25,0.537688,0.25
2wikimultihopqa,538,2,3,Michael Powell,14,Konrad Wolf,0.25,0.557789,0.25
2wikimultihopqa,541,1,2,How Sweet It Is (2013 film),43,Jerry Paris,0.25,0.708543,0.25
2wikimultihopqa,542,1,1,Lawson Harris,37,Ken G. Hall,0.249931,0.683417,0.249931
2wikimultihopqa,542,2,3,A Maori Maid's Love,20,Joe Swanberg,0.208626,0.58794,0.208626
2wikimultihopqa,544,1,1,Alex de Renzy,11,Laurent Tirard,0.25,0.552764,0.25
2wikimultihopqa,545,1,3,Norman Taurog,20,José Luis Garci,0.243644,0.58794,0.243644
2wikimultihopqa,547,1,2,Félix de Chazournes,28,"Philippe II, Duke of Orléans",0.002683,0.633166,0.002683
2wikimultihopqa,552,1,3,Doris Wishman,21,Gene Fowler Jr.,0.25,0.592965,0.25
2wikimultihopqa,555,1,2,Christine of Mecklenburg-Güstrow,16,Maria Thins,0.018417,0.572864,0.018417
2wikimultihopqa,556,1,1,Chuck Berry,12,John Anderson (musician),0.5,0.557789,0.5
2wikimultihopqa,560,1,1,Nakkhatra Mangala,93,Place of birth,0.033594,0.964824,0.033594
2wikimultihopqa,563,1,3,Chantal Akerman,22,Paul Martin (director),0.204639,0.59799,0.204639
2wikimultihopqa,564,1,3,Laughing at Life,51,Wallace Fox,0.243677,0.743719,0.243677
2wikimultihopqa,566,1,3,K. Raghavendra Rao,20,Ajay Devgn,0.166304,0.58794,0.166304
2wikimultihopqa,567,1,1,Robert Vere Buxton,5,Henry Caldwell Cook,0.056917,0.522613,0.056917
2wikimultihopqa,568,1,2,"Reginald III, Duke of Guelders",5,"Gerard III, Count of Guelders",0.333333,0.517588,0.333333
2wikimultihopqa,570,1,2,Carl von Wendt,12,Lars Eliasson,0.008011,0.552764,0.008011
2wikimultihopqa,573,1,3,The Toast of New Orleans,27,Fred Niblo,0.25,0.623116,0.25
2wikimultihopqa,575,1,2,Princess Feodora of Saxe-Meiningen,12,Prince Harald of Denmark,0.5,0.552764,0.5
2wikimultihopqa,578,1,1,Vlatko Vuković,6,Yasuichi Oshima,1.3e-05,0.527638,1.3e-05
2wikimultihopqa,579,1,1,Place of origin,34,Sarah Connor (singer),0.5,0.668342,0.5
2wikimultihopqa,580,1,1,Sobotište,20,Abdul-Vahed Niyazov,0.155415,0.59799,0.155415
2wikimultihopqa,581,1,1,Henry King (director),6,Edward L. Cahn,0.000435,0.527638,0.000435
2wikimultihopqa,582,1,1,Pupi Avati,6,The Hiding Place,0.086878,0.527638,0.086878
2wikimultihopqa,583,1,2,Universidad Autónoma de Guadalajara,12,LeRoy D. Brown,9e-06,0.552764,9e-06
2wikimultihopqa,584,1,3,Trifling Women,14,Gordon Douglas (director),0.25,0.557789,0.25
2wikimultihopqa,585,1,1,Richard Quine,12,John Cromwell (director),0.25,0.557789,0.25
2wikimultihopqa,585,2,3,Rhythm in the Clouds,68,Bruce M. Mitchell,0.240661,0.829146,0.240661
2wikimultihopqa,586,1,1,"Sir William Brereton, 1st Baronet",9,"Sir Thomas Beaumont, 1st Baronet",0.007205,0.542714,0.007205
2wikimultihopqa,590,1,3,Devil in the Flesh (1986 film),21,Norman Taurog,0.216662,0.592965,0.216662
2wikimultihopqa,591,1,2,Blanche of Brittany,10,Hubba bint Hulail,0.333333,0.542714,0.333333
2wikimultihopqa,592,1,3,William Keighley,9,Ray Taylor (director),0.25,0.532663,0.25
2wikimultihopqa,594,1,2,Adolph II of the Marck,34,"Margaret of Cleves, Duchess of Bavaria-Munich",0.333333,0.663317,0.333333
2wikimultihopqa,595,1,2,Balthasar of Żagań,15,Marek Sobieski,0.003393,0.567839,0.003393
2wikimultihopqa,597,1,1,"Frederick William, Prince of Solms-Braunfels",13,"Karl, Prince of Leiningen",0.050344,0.562814,0.050344
2wikimultihopqa,600,1,1,The Lone Ranger (1956 film),11,The Four Minute Mile,0.047608,0.552764,0.047608
2wikimultihopqa,601,1,1,João César Monteiro,15,Kim Rossi Stuart,0.00252,0.572864,0.00252
2wikimultihopqa,602,1,1,Place of origin,40,Brigitte Horney,0.5,0.698492,0.5
2wikimultihopqa,604,1,1,Roland West,17,Rex Ingram (director),0.25,0.582915,0.25
2wikimultihopqa,606,1,2,The Almighty Dollar (1916 film),53,De Voortrekkers,0.000773,0.758794,0.000773
2wikimultihopqa,607,1,1,Henry I of Cyprus,8,Balian of Ibelin,0.5,0.537688,0.5
2wikimultihopqa,608,1,2,John Yule Mackay,14,John Ross,0.010362,0.562814,0.010362
2wikimultihopqa,611,1,3,Tough to Handle,21,Umberto Lenzi,0.183128,0.592965,0.183128
2wikimultihopqa,613,1,1,Monster a Go-Go,16,List of Uruguayan films,0.062686,0.577889,0.062686
2wikimultihopqa,616,1,3,The Devil in Miss Jones,14,Sam Wood,0.236678,0.557789,0.236678
2wikimultihopqa,618,1,3,McDull: Me & My Mum,18,Rod Hardy,0.25,0.577889,0.25
2wikimultihopqa,624,1,1,Michael Powell,11,Wallace Fox,0.25,0.552764,0.25
2wikimultihopqa,624,2,3,Clarence Brown,24,Richard Eichberg,0.245554,0.60804,0.245554
2wikimultihopqa,625,1,3,Norman Taurog,10,Konrad Wolf,0.25,0.537688,0.25
2wikimultihopqa,626,1,1,Fernando Cortés,64,Hélène Grenier,0.010503,0.819095,0.010503
2wikimultihopqa,627,1,1,Ingmar Bergman,22,Sergio Gobbi,0.5,0.60804,0.5
2wikimultihopqa,629,1,1,Ramiro II of Aragon,27,"Sancho Ramírez, Count of Ribagorza",0.342758,0.633166,0.342758
2wikimultihopqa,629,2,2,Ebles I of Roucy,24,Sancho Ramírez,0.104553,0.613065,0.104553
2wikimultihopqa,630,1,3,Angna Enters,17,Roy Rowland (film director),0.204973,0.572864,0.204973
2wikimultihopqa,633,1,3,Women Who Dare,16,Lewis Milestone,0.242607,0.567839,0.242607
2wikimultihopqa,634,1,1,Alicia Keys,14,Corey Snide,0.002203,0.567839,0.002203
2wikimultihopqa,636,1,1,James Goldstone,23,Place of birth,0.037594,0.613065,0.037594
2wikimultihopqa,638,1,2,Kaya Alp,16,Anacyndaraxes,0.333333,0.572864,0.333333
2wikimultihopqa,639,1,3,William A. Wellman,18,R. G. Springsteen,0.25,0.577889,0.25
2wikimultihopqa,642,1,1,Roger Miller,36,1992 Copa Libertadores,0.039595,0.678392,0.039595
2wikimultihopqa,644,1,1,Andy Summers,12,Sea of Love,0.001556,0.557789,0.001556
2wikimultihopqa,648,1,1,Charles Frank,16,Claude Weisz,0.5,0.577889,0.5
2wikimultihopqa,653,1,1,Get Carter,21,Francis J. Grandon,0.25,0.603015,0.25
2wikimultihopqa,653,2,3,Victor Sjöström,45,Tony Williams (drummer),0.25,0.713568,0.25
2wikimultihopqa,655,1,2,Alison Gold,11,TK McKamy,0.000263,0.547739,0.000263
2wikimultihopqa,657,1,3,Reaching for the Moon (1930 film),6,Rex Ingram (director),0.22253,0.517588,0.22253
2wikimultihopqa,658,1,3,Vinod Vijayan,82,G. Marthandan,0.25,0.899497,0.25
2wikimultihopqa,662,1,1,Ramiro II of Aragon,7,Ermesinda of Bigorre,0.333333,0.532663,0.333333
2wikimultihopqa,665,1,2,Alexina Duchamp,15,Abdul-Vahed Niyazov,0.077549,0.567839,0.077549
2wikimultihopqa,667,1,2,Léonie Gilmour,7,Allan Gilmour,0.28069,0.527638,0.28069
2wikimultihopqa,667,2,3,Karl Gilg,6,Allan Gilmour Sr.,0.041724,0.517588,0.041724
2wikimultihopqa,669,1,3,Dino Risi,26,Max Neufeld,0.199672,0.61809,0.199672
2wikimultihopqa,675,1,2,'Adud al-Dawla,6,Rukn al-Dawla,0.333333,0.522613,0.333333
2wikimultihopqa,675,2,3,Ziyar ibn Shahrakuya,18,Kaya Alp,0.333333,0.577889,0.333333
2wikimultihopqa,676,1,3,Peter Glenville,11,George Sherman,0.25,0.542714,0.25
2wikimultihopqa,677,1,4,Prince Feodor Alexandrovich of Russia,20,Beaulieu-sur-Loire,0.040326,0.582915,0.040326
2wikimultihopqa,677,2,1,Aleksandr Bibikov,7,Lars Eliasson,0.000863,0.532663,0.000863
2wikimultihopqa,678,1,3,André Cayatte,21,Pedro Lazaga,0.180722,0.592965,0.180722
2wikimultihopqa,681,1,2,Michaela von Habsburg,10,Peter Gravesen,0.024421,0.542714,0.024421
2wikimultihopqa,684,1,1,"Simon de Montfort, 5th Earl of Leicester",5,Alix de Montmorency,0.5,0.522613,0.5
2wikimultihopqa,686,1,1,"Apeejay School, Mahavir Marg",19,Saint John's,0.016409,0.592965,0.016409
2wikimultihopqa,687,1,3,Jazz Boat,13,Jules White,0.247247,0.552764,0.247247
2wikimultihopqa,688,1,1,John Krish,12,John Cromwell (director),0.25,0.557789,0.25
2wikimultihopqa,688,2,3,Nagesh Kukunoor,31,Santosh Sivan,0.25,0.643216,0.25
2wikimultihopqa,689,1,3,Gurinder Chadha,21,Christian E. Christiansen,0.210468,0.592965,0.210468
2wikimultihopqa,692,1,2,Pledge of Allegiance (South Korea),12,Motherland (disambiguation),0.011286,0.552764,0.011286
2wikimultihopqa,694,1,2,Jim Wynorski,77,The Picture of Dorian Gray (1915 film),0.000395,0.879397,0.000395
2wikimultihopqa,695,1,1,Ildikó Enyedi,19,Rakka (film),0.002345,0.592965,0.002345
2wikimultihopqa,696,1,1,Janis Joplin,10,Where Are You,0.002961,0.547739,0.002961
2wikimultihopqa,698,1,3,Bertrand Tavernier,26,Irving Brecher,0.25,0.61809,0.25
2wikimultihopqa,699,1,2,Jan IV of Oświęcim,62,"Christian August, Prince of Anhalt-Zerbst",0.333333,0.80402,0.333333
2wikimultihopqa,702,1,2,"George Mackenzie, 1st Earl of Cromartie",11,Peter W. May,0.004198,0.547739,0.004198
2wikimultihopqa,703,1,2,Lubnowy,16,New Hope,0.016856,0.572864,0.016856
2wikimultihopqa,704,1,2,Return to Nuke 'Em High Volume 1,5,Hassan Zee,0.25,0.517588,0.25
2wikimultihopqa,705,1,1,Ventura Pons,14,Mariano Laurenti,0.244326,0.567839,0.244326
2wikimultihopqa,705,2,3,Raffaello Matarazzo,23,Bigas Luna,0.232979,0.603015,0.232979
2wikimultihopqa,707,1,3,Les Misérables (1925 film),21,Jason Michael Brescia,0.180818,0.592965,0.180818
2wikimultihopqa,708,1,1,Robert G. Vignola,15,Jytte Rex,0.25,0.572864,0.25
2wikimultihopqa,708,2,3,Lina Wertmüller,22,Rob Margolies,0.226063,0.59799,0.226063
2wikimultihopqa,709,1,2,The Man on the Balcony (film),13,Romance Out of the Blue,0.001779,0.557789,0.001779
2wikimultihopqa,710,1,1,"Mervyn Tuchet, 2nd Earl of Castlehaven",10,Lars Eliasson,0.36979,0.547739,0.36979
2wikimultihopqa,712,1,3,Lesley Selander,21,Sam Newfield,0.25,0.592965,0.25
2wikimultihopqa,714,1,2,Sirivantha,13,Qissa (film),0.005285,0.557789,0.005285
2wikimultihopqa,715,1,3,Tough to Kill,21,D. Ross Lederman,0.158276,0.592965,0.158276
2wikimultihopqa,716,1,3,Blake Edwards,9,Gordon Douglas (director),0.25,0.532663,0.25
2wikimultihopqa,717,1,1,Janis Joplin,12,Steve Miller,0.017347,0.557789,0.017347
2wikimultihopqa,723,1,1,Chris Hughes (musician),9,Charles Arthur Tabberer,0.034865,0.542714,0.034865
2wikimultihopqa,724,1,3,Bertrand Tavernier,21,François Leterrier,0.25,0.592965,0.25
2wikimultihopqa,726,1,3,Bertrand Tavernier,45,H. C. Potter,0.25,0.713568,0.25
2wikimultihopqa,728,1,1,Conaing Bececlach,10,Lugaid Íardonn,0.333333,0.547739,0.333333
2wikimultihopqa,728,2,2,Eochu Fíadmuine,18,Obata Toramori,0.333333,0.582915,0.333333
2wikimultihopqa,732,1,1,Charles Vidor,9,Henry Hathaway,0.25,0.542714,0.25
2wikimultihopqa,732,2,3,The Crime Doctor's Diary,13,Édouard Molinaro,0.25,0.552764,0.25
2wikimultihopqa,733,1,2,George Sherman,16,Konrad Wolf,0.001571,0.572864,0.001571
2wikimultihopqa,735,1,3,Werner Herzog,18,Peter Greenaway,0.22347,0.577889,0.22347
2wikimultihopqa,736,1,1,Susie van der Meer,15,The Hero,0.006666,0.572864,0.006666
2wikimultihopqa,737,1,1,"John I, Duke of Cleves",47,Lorenzo Sabbatini,0.052985,0.733668,0.052985
2wikimultihopqa,739,1,2,Silvi Jan,13,Peter Gravesen,0.011455,0.557789,0.011455
2wikimultihopqa,742,1,1,Maurice de Canonge,9,Arne Toonen,0.25,0.542714,0.25
2wikimultihopqa,742,2,3,Georges Méliès,14,Claude Weisz,0.25,0.557789,0.25
2wikimultihopqa,743,1,1,"Ernst I, Prince of Hohenlohe-Langenburg",11,"Prince Jacques, Duke of Orléans",0.333333,0.552764,0.333333
2wikimultihopqa,743,2,2,"Charles II, Duke of Parma",98,John Templeton (botanist),0.333333,0.984925,0.333333
2wikimultihopqa,744,1,1,Paul Hamilton (politician),10,Bertrand Tavernier,0.007412,0.547739,0.007412
2wikimultihopqa,746,1,3,Future Force (film),5,David A. Prior,0.219671,0.512563,0.219671
2wikimultihopqa,750,1,1,Domitilla the Elder,13,Titus Flavius Clemens (consul),0.430785,0.562814,0.430785
2wikimultihopqa,753,1,2,Scott Burns (record producer),8,Edward Francis Burney,0.001756,0.532663,0.001756
2wikimultihopqa,755,1,1,D. Ross Lederman,56,Myn M. Hoffman,0.25,0.778894,0.25
2wikimultihopqa,755,2,3,The Face in the Fog,21,Alan Crosland,0.187512,0.592965,0.187512
2wikimultihopqa,756,1,3,Vaibhavi Merchant,8,Subhash Ghai,0.25,0.527638,0.25
2wikimultihopqa,757,1,3,Roland Joffé,63,Michael Curtiz,0.25,0.80402,0.25
2wikimultihopqa,759,1,1,Bryan Man,12,Obata Toramori,0.022118,0.557789,0.022118
2wikimultihopqa,761,1,1,Keeper of the Bees (1947 film),8,Behind the Rainbow,0.027928,0.537688,0.027928
2wikimultihopqa,763,1,1,Ralph L. Thomas,20,"Prince Charles Louis, Duke of Chartres",0.008407,0.59799,0.008407
2wikimultihopqa,764,1,1,Leo D. Maloney,20,Belle (album),0.006895,0.59799,0.006895
2wikimultihopqa,766,1,1,Henry I of Ziębice,23,"Christian August, Prince of Anhalt-Zerbst",0.333333,0.613065,0.333333
2wikimultihopqa,770,1,1,Bermudo Núñez,21,"Eleanor of Castile, Queen of Navarre",0.666667,0.603015,0.666667
2wikimultihopqa,774,1,3,Charles Vidor,18,Konrad Wolf,0.25,0.577889,0.25
2wikimultihopqa,775,1,1,Clara Tabody,15,Fred Raymond,0.5,0.572864,0.5
2wikimultihopqa,777,1,3,Ken Annakin,21,Phillip J. Roth,0.207449,0.592965,0.207449
2wikimultihopqa,778,1,2,Neil Hennessy,9,Peter Gravesen,0.078387,0.537688,0.078387
2wikimultihopqa,779,1,1,Eric XIV of Sweden,17,Chris Kraus (director),0.5,0.582915,0.5
2wikimultihopqa,780,1,1,Charles W. Socarides,7,Charles Arthur Tabberer,0.044726,0.532663,0.044726
2wikimultihopqa,781,1,3,Borys Lankosz,20,Jesse Hibbs,0.249473,0.58794,0.249473
2wikimultihopqa,782,1,2,OSS 117: Lost in Rio,18,Daddy or Mommy,0.000606,0.582915,0.000606
2wikimultihopqa,783,1,3,Johnny on the Spot,21,Harry L. Franklin,0.25,0.592965,0.25
2wikimultihopqa,786,1,1,Bảo Đại,87,Battle in Outer Space,0.02497,0.934673,0.02497
2wikimultihopqa,788,1,1,Charles Barton (director),12,Gérard Oury,0.25,0.557789,0.25
2wikimultihopqa,789,1,2,Massacre Time,17,Time of Your Life,0.061961,0.577889,0.061961
2wikimultihopqa,792,1,3,Allison Anders,20,Piero Schivazappa,0.25,0.58794,0.25
2wikimultihopqa,794,1,2,Aditya Chopra,10,Peter Gravesen,0.006431,0.542714,0.006431
2wikimultihopqa,796,1,1,Chantal Akerman,6,Aki Kaurismäki,0.25,0.527638,0.25
2wikimultihopqa,797,1,1,Gone Fishin' (song),12,Pat Boone,0.5,0.557789,0.5
2wikimultihopqa,801,1,3,Werner Herzog,49,Melora Walters,0.189037,0.733668,0.189037
2wikimultihopqa,803,1,3,Bertrand Tavernier,17,Claude Autant-Lara,0.187593,0.572864,0.187593
2wikimultihopqa,804,1,3,J. Lee Thompson,21,Ken Hughes,0.221791,0.592965,0.221791
2wikimultihopqa,805,1,2,ʻElisiva Fusipala Taukiʻonetuku,8,George Mason II,0.333333,0.532663,0.333333
2wikimultihopqa,807,1,3,Beast of Blood (film),6,Eddie Romero,0.249877,0.517588,0.249877
2wikimultihopqa,809,1,1,24 Hours in the Life of a Woman (1968 film),14,City of Angels,0.047396,0.567839,0.047396
2wikimultihopqa,812,1,1,Jay-Z,30,Ruslana,0.5,0.648241,0.5
2wikimultihopqa,814,1,3,Michael Lehmann,21,Marcos Siega,0.25,0.592965,0.25
2wikimultihopqa,822,1,3,Juan Verdaguer,21,Mario Soffici,0.239578,0.592965,0.239578
2wikimultihopqa,825,1,1,Cuckoo Moray,17,Qissa (film),0.003871,0.582915,0.003871
2wikimultihopqa,829,1,1,Gérard Oury,82,Laurent Tirard,0.247298,0.909548,0.247298
2wikimultihopqa,830,1,2,Bashar Al-Sayegh,8,Nasser al-Qudwa,0.007277,0.532663,0.007277
2wikimultihopqa,831,1,3,K. Raghavendra Rao,20,George Archainbaud,0.25,0.58794,0.25
2wikimultihopqa,833,1,3,Mario Bava,47,Risto Jarva,0.200201,0.723618,0.200201
2wikimultihopqa,834,1,3,A Tale of Springtime,21,Éric Rohmer,0.192416,0.592965,0.192416
2wikimultihopqa,835,1,2,Li Rubai,11,Lars Eliasson,0.001293,0.547739,0.001293
2wikimultihopqa,836,1,3,Jules White,12,Edward L. Cahn,0.25,0.547739,0.25
2wikimultihopqa,837,1,1,Francis Buxton,91,"William Montagu Douglas Scott, 6th Duke of Buccleuch",0.475973,0.954774,0.475973
2wikimultihopqa,838,1,2,Son of the Renegade,22,Manuel Romero,0.21159,0.603015,0.21159
2wikimultihopqa,839,1,1,Robert Vadra,10,Lars Eliasson,0.349642,0.547739,0.349642
2wikimultihopqa,840,1,2,The Pirate (1984 film),39,Alfons Zitterbacke,0.011412,0.688442,0.011412
2wikimultihopqa,842,1,1,Hum Dil De Chuke Sanam,8,Jean-Marie Poiré,0.25,0.537688,0.25
2wikimultihopqa,852,1,2,Reynaldo Aguinaldo,5,Louis-Armand Chardin,0.000255,0.517588,0.000255
2wikimultihopqa,855,1,2,Jim Robinson (racing driver),6,Lars Eliasson,0.000485,0.522613,0.000485
2wikimultihopqa,857,1,1,Return to the Hiding Place,9,Reserve,0.001033,0.542714,0.001033
2wikimultihopqa,858,1,2,Maciste the Policeman,19,The Wonderful World of Captain Kuhio,0.010001,0.58794,0.010001
2wikimultihopqa,864,1,1,"Prince Edward, Duke of Kent",14,Prince Wilhelm of Prussia (1783–1851),0.5,0.567839,0.5
2wikimultihopqa,865,1,1,Christine Pascal,5,Peter Greenaway,0.25,0.522613,0.25
2wikimultihopqa,865,2,3,Tsui Hark,23,Scott Shaw,0.25,0.603015,0.25
2wikimultihopqa,868,1,2,My Dear Angel,18,Qissa (film),0.004683,0.582915,0.004683
2wikimultihopqa,869,1,3,Sergio Leone,21,Sidney Poitier,0.18894,0.592965,0.18894
2wikimultihopqa,871,1,3,Dino Risi,26,Sergio Nasca,0.25,0.61809,0.25
2wikimultihopqa,876,1,1,Peter Del Monte,11,Duilio Coletti,0.25,0.552764,0.25
2wikimultihopqa,877,1,1,Enriqueta Pinto,16,Manuel Antonio,0.005344,0.577889,0.005344
2wikimultihopqa,882,1,3,Philo Vance's Secret Mission,62,Riccardo Freda,0.187298,0.798995,0.187298
2wikimultihopqa,884,1,1,Gauthier Destenay,75,John Veltri,0.08395,0.874372,0.08395
2wikimultihopqa,885,1,3,Will You Marry Me? (film),20,Enrique Carreras,0.151041,0.58794,0.151041
2wikimultihopqa,886,1,1,Olof Palme,89,Alfred Hitchcock,0.000255,0.944724,0.000255
2wikimultihopqa,887,1,3,Harold Becker,89,Pasquale Festa Campanile,0.25,0.934673,0.25
2wikimultihopqa,889,1,3,Miloš Forman,21,Frank Launder,0.176947,0.592965,0.176947
2wikimultihopqa,891,1,4,Michael Powell,19,Tom Clegg (director),0.250022,0.577889,0.250022
2wikimultihopqa,891,2,3,Peter Glenville,8,(Romance) in the Digital Age,9.5e-05,0.527638,9.5e-05
2wikimultihopqa,894,1,1,Emperor Taizong of Song,14,Emperor Gaozong of Tang,0.666667,0.567839,0.666667
2wikimultihopqa,896,1,3,David Gordon Green,21,Josh Stolberg,0.144596,0.592965,0.144596
2wikimultihopqa,901,1,3,Herschell Gordon Lewis,6,R. G. Springsteen,0.25,0.517588,0.25
2wikimultihopqa,902,1,3,John Llewellyn Moxey,21,Laurence Trimble,0.146588,0.592965,0.146588
2wikimultihopqa,903,1,1,Steno (director),17,Claude Weisz,0.25,0.582915,0.25
2wikimultihopqa,903,2,3,Éric Rohmer,13,The Boss of It All,0.242511,0.552764,0.242511
2wikimultihopqa,907,1,2,Jauru River (Mato Grosso do Sul),83,Yojimbo,0.026425,0.909548,0.026425
2wikimultihopqa,908,1,3,The Wife Takes a Flyer,22,Jack Arnold (director),0.181636,0.59799,0.181636
2wikimultihopqa,909,1,1,Gülbahar Hatun (wife of Mehmed II),38,Justin (historian),0.010119,0.688442,0.010119
2wikimultihopqa,910,1,3,Anthony Mann,21,Stuart Heisler,0.25,0.592965,0.25
2wikimultihopqa,911,1,1,...Baby One More Time (album),74,Baby One More Time,0.04998,0.869347,0.04998
2wikimultihopqa,913,1,2,Ottaviano dei Conti di Segni,42,"Louis I, Count of Nevers",0.007293,0.703518,0.007293
2wikimultihopqa,919,1,3,Out West with the Peppers,23,John Cromwell (director),0.25,0.603015,0.25
2wikimultihopqa,920,1,1,Paul Hamilton (politician),12,Emilio Bigi,0.026844,0.557789,0.026844
2wikimultihopqa,924,1,1,Abd al-Muttalib,12,Obata Toramori,0.357093,0.557789,0.357093
2wikimultihopqa,926,1,3,Death of Carlo Giuliani,20,Boy or Girl?,0.001046,0.58794,0.001046
2wikimultihopqa,928,1,1,Behind Locked Doors,13,Lloyd (film),0.010209,0.562814,0.010209
2wikimultihopqa,929,1,3,Lesley Selander,23,Sam Newfield,0.180497,0.603015,0.180497
2wikimultihopqa,933,1,1,Nuit de chien,6,Conan the Conqueror (disambiguation),0.012538,0.527638,0.012538
2wikimultihopqa,934,1,3,Desmond Tester,20,Mary Mazzio,0.25,0.58794,0.25
2wikimultihopqa,935,1,1,Natalie Bible',11,Peter Greenaway,0.25,0.552764,0.25
2wikimultihopqa,935,2,3,Gurinder Chadha,23,Dorothy Fadiman,0.18342,0.603015,0.18342
2wikimultihopqa,937,1,1,Otto Kanturek,16,Karan Johar,0.25,0.577889,0.25
2wikimultihopqa,937,2,3,A Lover's Romance,26,Sunil Dutt,0.218753,0.61809,0.218753
2wikimultihopqa,938,1,2,Rosa,10,Quattro rose rosse,0.000265,0.542714,0.000265
2wikimultihopqa,940,1,2,Jean-Charles Corbet,8,Jacques Décombe,0.001992,0.532663,0.001992
2wikimultihopqa,941,1,1,Marcia Neugebauer,59,Place of birth,0.08268,0.79397,0.08268
2wikimultihopqa,942,1,3,Frank Lloyd,35,Jules White,0.227724,0.663317,0.227724
2wikimultihopqa,943,1,1,Ruslana,8,Bruno Bizarro,0.057803,0.537688,0.057803
2wikimultihopqa,944,1,1,Maha Nawrahta,17,Abdul-Vahed Niyazov,0.088537,0.582915,0.088537
2wikimultihopqa,945,1,1,Jordan I of Capua,6,George Mason II,0.336497,0.527638,0.336497
2wikimultihopqa,945,2,2,Gaitelgrima of Salerno,50,Crown Prince of Jordan,0.000394,0.743719,0.000394
2wikimultihopqa,947,1,3,Heart (1987 film),43,Tom Clegg (director),0.25,0.703518,0.25
2wikimultihopqa,949,1,2,Bolesław IV of Legnica,6,Bolesław III the Generous,0.5,0.522613,0.5
2wikimultihopqa,950,1,1,Hirak Rajar Deshe,14,Abdul-Vahed Niyazov,0.168536,0.567839,0.168536
2wikimultihopqa,951,1,1,"James Tuchet, 3rd Earl of Castlehaven",5,"Henry Tuchet, 10th Baron Audley",0.5,0.522613,0.5
2wikimultihopqa,952,1,1,Selo sanatoriya Glukhovskogo,10,Abdul-Vahed Niyazov,0.087872,0.547739,0.087872
2wikimultihopqa,956,1,3,Jim Wynorski,53,Esmail Koushan,0.25,0.753769,0.25
